HEX	名称	JP_NAME	EN_NAME	备注
03E3	四分魔脉	四分の魔脉	Mana Rise	
03E4	灵魂接触	ソウルタッチ	Soul Touch	
03E5	胜利咆哮	勝利の呼び声	Victory Cry	
03E6	特性DLC强忍用	特性DLC食いしばり用	Trait DLC for Bitedown	预备栏
03E7	空栏	ブランク	BLANK	空栏
03E8	对异常状态伤害UP	状態異常にダメージUP	Ailment Effect Up	
03E9	对异常状态伤害大UP	状態異常にダメージ大UP	Ailment Effect Up +	
03EA	造成即死时SP少量恢复	即死させるとSP小回復	Instakil SP Heal Low	
03EB	造成即死时SP中量恢复	即死させるとSP中回復	Instakil SP Heal Mid	
03EC	造成即死时SP大量恢复	即死させるとSP大回復	Instakil SP Heal High	
03ED	TECHNICAL时威力UP	テクニカル時威力UP	Technical Effect Up	
03EE	TECHNICAL时威力大UP	テクニカル時威力大UP	Technical Effect Up +	
03EF	濒死时攻击UP	瀕死時攻撃UP	Low HP Attack Up	
03F0	濒死时攻击大UP	瀕死時攻撃大UP	Low HP Attack Up +	
03F1	WEAK时威力UP	WEAK時威力UP	WEAK Hit Effect Up	
03F2	WEAK时威力大UP	WEAK時威力大UP	WEAK Hit Effect Up +	
03F3	即死无效	即死無効	Null Insta-kill	空栏
03F4	HP消耗减少10%	HPコスト10％減	HP Cost Down 10%	
03F5	HP消耗减少25%	HPコスト25％減	HP Cost Down 25%	
03F6	SP消耗减少10%	SPコスト10％減	SP Cost Down 10%	
03F7	SP消耗减少25%	SPコスト10％減	SP Cost Down 25%	
03F8	恢复魔法效果10%UP	回復魔法効果10％UP	Heal Magic Up 10%	
03F9	恢复魔法效果25%UP	回復魔法効果25％UP	Heal Magic Up 25%	
03FA	偶尔发生HP零消耗	稀にHPコストゼロ	Chance of 0 HP cost	
03FB	偶尔发生SP零消耗	稀にSPコストゼロ	Chance of 0 SP cost	
03FC	单体攻击时威力UP	単体攻撃時威力UP	Target ATK up	
03FD	单体攻击时威力大UP	単体攻撃時威力大UP	Target ATK up +	
03FE	攻击必中但失去回避能力	必中になるが回避不可	All Crits, No evasion	
03FF	恢复消耗减少25%	回復コスト25％減	Heal Cost Down 25%	
0400	恢复消耗减少10%	回復コスト10％減	Heal Cost Down 10%	
0401	物理命中减半威力加倍	物理命中半分威力倍	ATK Up, Aim Down	
0402	异常状态成功率小UP	状態異常成功率小UP	Ailment Success Up	
0403	空栏	ブランク	BLANK	空栏
0404	拥有4属性时威力大UP	4属性揃うと威力大UP	4-Affinity Boost	
0405	拥有3属性时威力大UP	3属性揃うと威力大UP	3-Affinity Light Boost	
0406	辅助回合数延长	補助ターン数延長	Support Turn Extend	
0407	即死概率UP	即死確率UP	Insta-kill Up	
0408	即死概率大UP	即死確率大UP	Insta-kill Up +	
0409	一分活泉	一分の活泉	Life Bonus	
040A	二分活泉	二分の活泉	Life Gain	
040B	三分活泉	三分の活泉	Life Surge	
040C	一分魔脉	一分の魔脉	Mana Bonus	
040D	二分魔脉	二分の魔脉	Mana Gain	
040E	三分魔脉	三分の魔脉	Mana Surge	
040F	暴击威力UP	クリティカル威力UP	Critical Effect Up	
0410	暴击威力大UP	クリティカル威力大UP	Critical Effect Up +	
0411	承受伤害加倍	被ダメージ倍加	Hit Damage Doubled	
0412	全体攻击时威力UP	全体攻撃時威力UP	All Target ATK up	
0413	全体攻击时威力大UP	全体攻撃時威力大UP	All Target ATK up +	
0414	自动护罩	オートバリア	Auto Barrier	空栏
0415	情报支援	情報支援	Backup Support	空栏
0416	绝对逃脱	絶対逃走	Absolute Escape	
0417	忠诚之盾	忠誠の盾	Shield of Loyalty	空栏
0418	高级全属性强化	全属性ハイブースタ	All Amp	
0419	空栏	ブランク	BLANK	空栏
